CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
12012305-101002156524,"11010 LANDSBURY, HOUSTON TX 77099",HARRIS,F,ALIEF,1126790000042,SW,SW,MONDAY,1st Monday,MONDAY-B,529X,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 08:58:08,2016-04-28 08:58:08,2016-04-26 15:40:04,-1.72,Flooding-101002156524,3056145.49517,13802979.81153,29.65871825,-95.57487514,Voice In
12012327-101002156537,"11843 SPRING GROVE, HOUSTON TX 77099",HARRIS,F,ALIEF,1148530020006,SW,SW,MONDAY,1st Monday,MONDAY-B,529S,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 09:04:36,2016-04-28 09:04:35,2016-04-26 15:35:04,-1.73,Flooding-101002156537,3052007.84137,13806888.25057,29.66979475,-95.58753866,Voice In
12012333-101002156612,"2229 SAN FELIPE, HOUSTON TX 77019",HARRIS,G,AFTON OAKS / RIVER OAKS AREA,0571630040001,NW,SW,MONDAY,1st Wednesday,MONDAY-A,492Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 09:35:11,2016-04-28 09:35:11,2016-04-27 18:05:05,-0.65,Flooding-101002156612,3106039.32419,13837189.487539997,29.74864241,-95.414548,Voice In
12012336-101002156624,"6315 FAIRWOOD, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1000480000063,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 09:37:27,2016-04-28 09:37:27,2016-04-26 15:15:04,-1.77,Flooding-101002156624,3082477.14887,13882839.320780002,29.87608683,-95.48444544,Voice In
12012339-101002156634,"6440 ALISA, UNINCORPORATED TX 77084",HARRIS,,,1144670090053,,,,,,408S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 09:41:16,2016-04-28 09:41:16,2016-04-28 17:40:13,0.33,Flooding-101002156634,3033269.0278,13878563.29849,29.8683103,-95.64003948,Voice In
12012341-101002156651,"11418 CYPRESSWOOD TRAIL, UNINCORPORATED TX 77070",HARRIS,,,1250850010008,,,,,,369A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 09:46:20,2016-04-28 09:46:20,2016-04-27 13:50:04,-0.83,Flooding,,,29.97958288,-95.59081827,WEB
12012359-101002156691,"6310 ROOS, HOUSTON TX 77074",HARRIS,J,SHARPSTOWN,0833880000022,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,531J,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 09:59:54,2016-04-28 09:59:54,2016-04-27 08:05:05,-1.08,Flooding-101002156691,3081465.06461,13818328.986220002,29.69884787,-95.4937393,Voice In
12012360-101002156698,"8818 ARBOR WOOD, HOUSTON TX 77040",HARRIS,A,GREATER INWOOD,1024620000039,NW,NW,FRIDAY,4th Monday,FRIDAY-A,411S,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 10:03:31,2016-04-28 10:03:31,2016-04-25 19:35:06,-2.6,Flooding-101002156698,3078774.40333,13880589.38335,29.870208,-95.49633643,Voice In
12012361-101002156702,"3111 PATIENCE, UNINCORPORATED TX 77014",HARRIS,,,1225510010028,,,,,,371G,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 10:04:25,2016-04-28 10:04:24,2016-04-27 13:40:05,-0.85,Flooding-101002156702,3085128.31319,13918104.29651,29.97279745,-95.47272824,Voice In
12012366-101002156718,Intersection 7900 MARTIN LUTHER KING BLVD&5700 RIDGEWAY DR,Harris County,D,SOUTH PARK,,SE,SE,FRIDAY,4th Wednesday,FRIDAY-A,534W,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 10:10:14,2016-04-28 10:10:14,2016-04-28 14:40:13,0.19,Flooding-101002156718,3131447.95448,13809073.08445,29.66919321,-95.33728799,Voice In
12012367-101002156719,"13117 ELAINE, HOUSTON TX 77047",HARRIS,D,CENTRAL SOUTHWEST,0432140000202,SW,SW,FRIDAY,4th Thursday,FRIDAY-B,572R,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 10:10:39,2016-04-28 10:10:39,2016-04-27 08:05:05,-1.09,Flooding-101002156719,3112891.84789,13789816.61411,29.6178465,-95.39756085,Voice In
12012368-101002156722,Intersection 5800 BELLFORT ST&8100 SOUTHBANK TER,,D,SOUTH PARK,,SE,SE,FRIDAY,4th Wednesday,,534X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 10:11:33,2016-04-28 10:11:33,2016-04-28 14:45:14,0.19,Flooding-101002156722,3132922.82751,13808112.49681,,,Voice In
12012370-101002156731,Intersection 5700 DOULTON DR&7700 MARTIN LUTHER KING BLVD,,D,SOUTH PARK,,SE,SE,FRIDAY,4th Wednesday,,534S,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 10:13:24,2016-04-28 10:13:23,2016-04-28 14:55:13,0.2,Flooding-101002156731,3131521.50124,13810053.081180003,,,Voice In
12012379-101002156753,"770 GREENS, HOUSTON TX 77060",HARRIS,B,GREATER GREENSPOINT,1088270000011,,,,,,373N,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 10:22:06,2016-04-28 10:22:05,2016-04-28 07:30:04,-0.12,Flooding-101002156753,3109349.24146,13910524.31429,29.94993341,-95.39700307,Voice In
12012411-101002156850,"6102 N BRAESWOOD, HOUSTON TX 77074",HARRIS,C,BRAEBURN,0842070000020,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 10:56:09,2016-04-28 10:56:09,2016-04-26 15:25:04,-1.81,Flooding-101002156850,3080391.12975,13811239.89639,29.67944968,-95.49778917,Voice In
12012425-101002156882,"6338 FRENCH CHATEAU, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1020920000288,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 11:04:42,2016-04-28 11:04:42,2016-04-26 12:50:03,-1.93,Flooding-101002156882,3081664.40214,13881844.6,29.87341982,-95.48710307,Voice In
12012424-101002156886,"6400 W LITTLE YORK, HOUSTON TX 77091",HARRIS,C,GREATER INWOOD,1352840010001,,,,,,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 11:05:45,2016-04-28 11:05:45,2016-04-26 15:25:04,-1.82,Flooding-101002156886,3082601.8212,13878994.354060002,29.86550797,-95.48441687,Voice In
12012428-101002156902,"6355 FRENCH CHATEAU, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1020910000271,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411S,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 11:09:41,2016-04-28 11:09:40,2016-04-25 19:35:03,-2.65,Flooding-101002156902,3081521.15866,13881584.689100003,29.87271724,-95.48757947,Voice In
12012432-101002156918,"6323 SILVER CHALICE, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1020910000252,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411S,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 11:14:47,2016-04-28 11:14:47,2016-04-25 19:35:03,-2.65,Flooding-101002156918,3081554.7685,13881258.36397,29.8718175,-95.48750439,Voice In
12012444-101002156967,"6363 AIRPORT, HOUSTON TX 77035",HARRIS,K,BRAYS OAKS,1145480000002,,,,,,570H,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 11:29:56,2016-04-28 11:29:56,2016-04-27 08:05:05,-1.14,Flooding-101002156967,3079371.75121,13797916.97815,29.64291089,-95.50225275,Voice In
12012455-101002156995,"1613 WYCLIFFE, HOUSTON TX 77043",HARRIS,A,SPRING BRANCH WEST,0813610000064,NW,NW,FRIDAY,4th Wednesday,FRIDAY-A,449X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 11:41:35,2016-04-28 11:41:35,2016-04-27 12:30:04,-0.97,Flooding-101002156995,3054677.43512,13852796.87889,29.79577623,-95.57490243,Voice In
12012484-101002157095,"6362 FRENCH CHATEAU, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1020920000294,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411S,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 12:16:46,2016-04-28 12:16:46,2016-04-25 19:35:03,-2.7,Flooding-101002157095,3081327.66495,13881652.67945,29.8729201,-95.48818328,Voice In
12012119-101002157168,"17435 IMPERIAL VALLEY, HOUSTON TX 77060",HARRIS,B,GREATER GREENSPOINT,1086170000003,,,,,,373N,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 12:45:13,2016-04-28 12:45:13,2016-04-25 12:46:27,-3.0,Flooding-101002157168,3108391.08392,13910410.02712,29.94970041,-95.40003829,Voice In
12012508-101002157205,"7434 TALL PINES, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,0991100000040,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 13:00:03,2016-04-28 13:00:03,2016-04-26 17:30:03,-1.81,Flooding-101002157205,3084592.43762,13880256.01131,29.86881118,-95.47801936,Voice In
101002157263,"8615 BROOKWULF, HOUSTON TX 77072",HARRIS,F,ALIEF,1047080000068,SW,SW,MONDAY,1st Tuesday,MONDAY-B,528R,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 13:26:32,2016-04-28 13:26:32,2016-04-25 15:17:14,-2.92,Flooding,,,29.68411212,-95.60762065,Voice In
12012523-101002157292,"8611 MAPLECREST, HOUSTON TX 77099",HARRIS,J,ALIEF,1047930000013,SW,SW,MONDAY,1st Monday,MONDAY-B,529Q,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 13:35:58,2016-04-28 13:35:58,2016-04-28 07:20:04,-0.26,Flooding-101002157292,3058916.48602,13812181.96767,29.68379051,-95.56530315,Voice In
12012532-101002157302,"4715 IMOGENE, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0855760000014,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 13:39:43,2016-04-28 13:39:42,2016-04-26 10:30:03,-2.13,Flooding-101002157302,3092195.64683,13813063.96131,29.68348653,-95.4604563,Voice In
12012534-101002157313,"6410 TALL WILLOW, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1001760010082,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 13:43:03,2016-04-28 13:43:03,2016-04-26 17:20:03,-1.85,Flooding-101002157313,3081877.88236,13880277.72223,29.86909535,-95.48657829,Voice In
12012538-101002157317,"7223 W GULF BANK, HOUSTON TX 77040",HARRIS,A,GREATER INWOOD,1032800000003,NW,NW,FRIDAY,4th Monday,FRIDAY-A,411N,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 13:45:07,2016-04-28 13:45:07,2016-04-26 12:10:04,-2.07,Flooding-101002157317,3077719.69513,13883412.04601,29.87805344,-95.49939622,Voice In
12012546-101002157345,"11207 PECAN CREEK, HOUSTON TX 77043",HARRIS,A,SPRING BRANCH WEST,0973270000096,,,,,,489B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 13:55:26,2016-04-28 13:55:26,2016-04-27 16:10:05,-0.91,Flooding-101002157345,3052710.7878,13849727.57237,29.78749752,-95.58138326,Voice In
12012552-101002157369,"7625 AVENUE H, HOUSTON TX 77012",HARRIS,I,MAGNOLIA PARK,0251560000012,SE,SE,MONDAY,1st Thursday,MONDAY-A,495W,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 14:03:08,2016-04-28 14:03:08,2016-04-26 12:30:04,-2.06,Flooding,,,29.73660995,-95.28707246,WEB
12012556-101002157376,"9511 WICKENBURG, HOUSTON TX 77031",HARRIS,K,BRAYS OAKS,1059190000013,SW,SW,THURSDAY,2nd Friday,THURSDAY-A,569H,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 14:05:32,2016-04-28 14:05:32,2016-04-28 13:55:14,-0.01,Flooding-101002157376,3065610.19901,13797261.372179998,29.6422334,-95.54561867,Voice In
12012557-101002157385,"3713 DENNIS, HOUSTON TX 77004",HARRIS,D,GREATER THIRD WARD,0221640000003,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,494W,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 14:10:26,2016-04-28 14:10:26,2016-04-26 13:20:03,-2.03,Flooding-101002157385,3127904.64463,13831554.14021,29.73129178,-95.34622906,Voice In
12012565-101002157418,"545 SEMINAR, HOUSTON TX 77060",HARRIS,B,GREATER GREENSPOINT,1088270000007,,,,,,373N,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 14:19:28,2016-04-28 14:19:28,2016-04-26 13:50:04,-2.02,Flooding-101002157418,3110357.41529,13909959.33019,29.9482951,-95.3938761,Voice In
12012569-101002157425,"6335 MAPLE HILL, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1001760010019,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 14:21:43,2016-04-28 14:21:42,2016-04-26 17:10:03,-1.88,Flooding-101002157425,3082088.8114,13880607.96828,29.86998567,-95.48588177,Voice In
12012576-101002157469,"6757 LIMESTONE, HOUSTON TX 77092",HARRIS,A,LANGWOOD,0801520000007,NW,NW,FRIDAY,4th Thursday,FRIDAY-A,451J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 14:32:32,2016-04-28 14:32:32,2016-04-26 15:40:04,-1.95,Flooding-101002157469,3079578.89548,13865256.601020003,29.82799649,-95.4952488,Voice In
12012578-101002157486,"5429 PAGEWOOD, HOUSTON TX 77056",HARRIS,G,GREATER UPTOWN,0835020000008,SW,SW,MONDAY,1st Friday,MONDAY-A,491X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 14:38:41,2016-04-28 14:38:41,2016-04-27 18:05:04,-0.86,Flooding-101002157486,3087896.97235,13828826.79724,29.72717242,-95.47249138,Voice In
12012582-101002157508,"11414 VALLEY SPRING, HOUSTON TX 77043",HARRIS,A,SPRING BRANCH WEST,0973280000067,,,,,,449X,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 14:46:51,2016-04-28 14:46:51,2016-04-27 12:55:04,-1.08,Flooding-101002157508,3051766.06758,13850493.36152,29.78967842,-95.58428985,Voice In
12012591-101002157526,"1312 VASSAR, HOUSTON TX 77006",HARRIS,C,UNIVERSITY PLACE,0651080010022,SW,SE,TUESDAY,1st Friday,TUESDAY-B,493W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 14:54:20,2016-04-28 14:54:20,2016-04-26 15:20:04,-1.98,Flooding-101002157526,3112226.12284,13830927.46692,29.73090695,-95.39566802,Voice In
12012602-101002157543,"5019 MARIETTA, HOUSTON TX 77021",HARRIS,D,GREATER OST / SOUTH UNION,0611390250030,SE,SW,TUESDAY,3rd Thursday,TUESDAY-A,534E,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 15:01:06,2016-04-28 15:01:06,2016-04-28 14:15:14,-0.03,Flooding-101002157543,3131145.47641,13822396.69035,29.70584201,-95.33692612,Voice In
12012609-101002157571,"6144 BEECHNUT, HOUSTON TX 77074",HARRIS,C,BRAEBURN,0801780000011,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530R,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 15:10:47,2016-04-28 15:10:47,2016-04-26 15:30:05,-1.99,Flooding-101002157571,3079480.45408,13814583.59279,29.6887159,-95.50034082,Voice In
101002157585,"7520 BROMPTON, HOUSTON TX 77025",HARRIS,C,BRAESWOOD,0440900000002,,,,,,532K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 15:13:14,2016-04-28 15:13:14,2016-04-26 07:45:39,-2.31,Flooding,,,29.6983041,-95.42350213,Voice In
12012621-101002157617,"7520 BROMPTON, HOUSTON TX 77025",HARRIS,C,BRAESWOOD,0440900000002,,,,,,532K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 15:20:56,2016-04-28 15:20:56,2016-04-26 10:25:04,-2.21,Flooding-101002157617,3103759.06497,13818806.45212,29.6983041,-95.42350213,Voice In
12012627-101002157647,"8806 ROARING POINT, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1148740050019,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411Q,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 15:30:03,2016-04-28 15:30:03,2016-04-26 12:10:04,-2.14,Flooding-101002157647,3089304.73528,13884792.37297,29.88088907,-95.46272527,Voice In
12012635-101002157677,"1818 BRINGHURST, HOUSTON TX 77020",HARRIS,B,GREATER FIFTH WARD,0091510000018,NE,NW,FRIDAY,1st Thursday,FRIDAY-B,494F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 15:37:58,2016-04-28 15:37:58,2016-04-26 12:40:03,-2.12,Flooding-101002157677,3131300.961,13848877.10228,29.77861455,-95.33382205,Voice In
12012640-101002157724,"316 EVERTON, HOUSTON TX 77003",HARRIS,H,SECOND WARD,0260730000008,SE,SE,MONDAY,1st Friday,MONDAY-A,494P,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 15:50:42,2016-04-28 15:50:42,2016-04-26 12:35:03,-2.14,Flooding-101002157724,3131668.10692,13839742.96143,29.75347634,-95.3335678,Voice In
12012655-101002157801,"9534 VAL VERDE, HOUSTON TX 77063",HARRIS,F,MID WEST,0410280170004,SW,SW,MONDAY,1st Friday,MONDAY-A,490T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 16:12:31,2016-04-28 16:12:31,2016-04-26 16:05:03,-2.01,Flooding-101002157801,3068092.87088,13831389.39907,29.73584449,-95.53462315,Voice In
12011546-101002157808,"9610 CEDARHURST, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0943070000007,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 16:15:26,2016-04-28 16:15:26,2016-04-25 16:15:36,-3.0,Flooding,,,29.67650536,-95.46899648,Unknown
12012660-101002157824,Intersection 2 FARTHER PT&400 WESTMINSTER DR,Harris County,G,GREATER UPTOWN,,,,,,,491F,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 16:20:07,2016-04-28 16:20:07,2016-04-30 07:00:14,1.61,Flooding-101002157824,3084084.23227,13845357.210700003,29.77292643,-95.48293298,Voice In
12012661-101002157827,"12411 BROKEN BOUGH, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0952600000010,,,,,,489H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 16:20:56,2016-04-28 16:20:56,2016-04-26 15:50:03,-2.02,Flooding-101002157827,3063448.26797,13844582.741779998,29.77248815,-95.54802524,Voice In
12012664-101002157837,"5303 YORKWOOD, HOUSTON TX 77016",HARRIS,B,EAST LITTLE YORK / HOMESTEAD,1012050000116,NE,NW,TUESDAY,2nd Thursday,TUESDAY-A,414V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 16:23:43,2016-04-28 16:23:43,2016-04-27 12:10:04,-1.18,Flooding-101002157837,3137290.99988,13882444.77235,29.87036067,-95.31161192,Voice In
12012665-101002157841,"7530 DEEP FOREST, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,1000990000002,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 16:24:25,2016-04-28 16:24:24,2016-04-26 15:10:04,-2.05,Flooding-101002157841,3085403.2608,13881704.188860003,29.87272458,-95.47532456,Voice In
12012673-101002157877,"13111 NORTHBOROUGH, HOUSTON TX 77067",HARRIS,B,GREATER GREENSPOINT,1145860000008,,,,,,372L,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 16:40:54,2016-04-28 16:40:52,2016-04-27 14:50:05,-1.08,Flooding-101002157877,3100929.37903,13913129.597139997,29.95798031,-95.42373145,Voice In
12012678-101002157901,"7438 TALL PINES, HOUSTON TX 77088",HARRIS,A,GREATER INWOOD,0991100000039,NW,NW,TUESDAY,4th Monday,TUESDAY-B,411T,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 16:51:17,2016-04-28 16:51:17,2016-04-26 17:35:04,-1.97,Flooding-101002157901,3084655.23704,13880234.21739,29.86874607,-95.47782338,Voice In
12012679-101002157903,"5127 BRAESHEATHER, HOUSTON TX 77096",HARRIS,C,MEYERLAND AREA,0943070000005,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 16:51:26,2016-04-28 16:51:25,2016-04-28 07:20:04,-0.4,Flooding-101002157903,3089427.47815,13810457.738179997,29.67655259,-95.46941824,Voice In
12012684-101002157929,"980 AQUA VISTA, HOUSTON TX 77339",HARRIS,E,KINGWOOD AREA,1059741740004,,,,,,336J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 17:03:20,2016-04-28 17:03:20,2016-04-27 08:05:05,-1.37,Flooding-101002157929,3157233.51445,13939506.43776,30.02544672,-95.24293879,Voice In
12012693-101002157957,"9323 EBLEN, HOUSTON TX 77040",HARRIS,A,GREATER INWOOD,1045300000018,NW,NW,FRIDAY,4th Monday,FRIDAY-A,410R,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 17:17:20,2016-04-28 17:17:20,2016-04-26 12:10:04,-2.21,Flooding-101002157957,3076366.52953,13883443.94883,29.87825242,-95.50366114,Voice In
12012695-101002157964,"10243 PORTO RICO, HOUSTON TX 77041",HARRIS,A,CARVERDALE,0890290000140,NW,NW,FRIDAY,4th Friday,FRIDAY-A,450A,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 17:22:03,2016-04-28 17:22:03,2016-04-27 12:20:05,-1.21,Flooding-101002157964,3062963.51336,13871655.19321,29.84694343,-95.5470334,Voice In
12012706-101002158006,"9323 DEANWOOD, HOUSTON TX 77040",HARRIS,A,GREATER INWOOD,1032850000014,NW,NW,FRIDAY,4th Monday,FRIDAY-A,410R,Near Northwest MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4.0,Closed,2016-04-25 18:01:54,2016-04-28 18:01:54,2016-04-26 12:05:03,-2.25,Flooding-101002158006,3076690.14109,13882880.65731,29.87667751,-95.5026936,Voice In
