,CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
227474,12274190-101003125494,"8011 BENDELL, HOUSTON TX 77017",HARRIS,I,MEADOWBROOK / ALLENDALE,0591830540020,,,,,,535U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 02:20:32,2018-08-01 11:20:32,2018-08-14 15:29:54,13.17,Pothole - 298386,-95.26313,29.67295,29.67343755,-95.26318241,WAP
227484,12274194-101003125504,"12101 SABO, HOUSTON TX 77089",,D,SOUTH BELT / ELLINGTON,,,,,,,576Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 02:20:46,2018-08-01 11:20:46,2018-07-31 14:20:03,-0.88,Pothole - 298430,-95.21631,29.60362,29.60372182,-95.21621652,WAP
227489,12274195-101003125509,"4967 HIDALGO, HOUSTON TX 77027",,G,GREATER UPTOWN,,,,,,,491U,UPTOWN MD HCID #1,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 02:20:53,2018-08-01 11:20:53,2018-07-31 11:10:03,-1.01,Pothole - 298446,-95.45957,29.73553,29.73522313,-95.45995107,WAP
227490,12274196-101003125510,"6302 WESTPARK, HOUSTON TX 77057",HARRIS,J,MID WEST,0690440090305,,,,,,491W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 02:20:53,2018-08-01 11:20:53,2018-07-31 13:40:03,-0.9,Pothole - 298445,-95.49258,29.72339,29.72427191,-95.49196015,WAP
227556,12274210-101003125576,Intersection 10314 COOK RD&12300 LONGBROOK DR,Harris County,F,ALIEF,,SW,SW,MONDAY,1st Tuesday,MONDAY-B,528V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 07:34:12,2018-08-01 16:34:11,2018-08-01 11:50:03,-0.2,Pothole-101003125576,3048511.34279,13806287.10643,29.66842234,-95.59859957,Voice In
227592,12274212-101003125615,"6301 BELLAIRE, HOUSTON TX 77074",HARRIS,J,SHARPSTOWN,0833810000020,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,531E,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 08:02:07,2018-08-02 08:02:07,2018-07-31 12:20:02,-1.82,Pothole - 298473,-95.49321,29.70535,29.70506421,-95.49340185,WAP
227611,12274218-101003125635,"4140 WORLD HOUSTON PWY, HOUSTON TX 77032",HARRIS,B,IAH / AIRPORT AREA,1143580150001,,,,,,374P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 08:11:05,2018-08-02 08:11:05,2018-08-01 15:20:03,-0.7,Pothole-101003125635,3131334.49374,13909217.09611,29.94446038,-95.32774467,Voice In
227623,12274219-101003125648,"3830 ELLA, HOUSTON TX 77018",HARRIS,C,CENTRAL NORTHWEST,0730990140001,NW,NE,TUESDAY,3rd Thursday,TUESDAY-B,452K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 08:17:08,2018-08-02 08:17:08,2018-08-01 13:45:03,-0.77,Pothole - 298484,-95.42931,29.82384,29.82366376,-95.42920909,WAP
227637,12274225-101003125662,"8915 SWEETWATER, HOUSTON TX 77037",HARRIS,H,NORTHSIDE/NORTHLINE,0772870030012,NE,NW,MONDAY,3rd Tuesday,MONDAY-B,412M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 08:28:59,2018-08-02 08:28:59,2018-08-01 15:15:03,-0.72,Pothole-101003125662,3106307.01657,13887959.279699998,29.88816903,-95.4087925,Voice In
227701,12274238-101003125732,"3511 N BRAESWOOD, HOUSTON TX 77025",HARRIS,C,BRAESWOOD,0780630030003,SW,SE,TUESDAY,3rd Tuesday,TUESDAY-B,532K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 08:54:14,2018-08-02 08:54:14,2018-08-01 12:25:03,-0.85,Pothole-101003125732,3101650.9291,13816726.151820002,29.69276293,-95.43033941,Voice In
227709,12274241-101003125740,"12735 MEMORIAL, HOUSTON TX 77024",HARRIS,G,MEMORIAL,0843210000008,NW,NW,MONDAY,4th Wednesday,MONDAY-A,489H,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 08:56:55,2018-08-02 08:56:55,2018-08-01 11:10:03,-0.91,Pothole-101003125740,3060216.76032,13843555.93379,29.76992753,-95.55830236,Voice In
227874,12274287-101003125920,"13601 S WAYSIDE, HOUSTON TX 77048",HARRIS,D,MINNETEX,0261190000245,SE,SE,FRIDAY,4th Monday,FRIDAY-B,574U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 10:01:54,2018-08-02 10:01:54,2018-08-07 10:05:07,5.0,Pothole - 298506,-95.31778,29.61207,29.61185358,-95.31753355,WAP
228116,12274360-101003126207,"8531 DILLON, HOUSTON TX 77061",HARRIS,I,GOLFCREST / BELLFORT / REVEILLE,0850950000040,SE,SE,TUESDAY,3rd Wednesday,TUESDAY-A,535Y,HCID #9,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 11:56:43,2018-08-02 11:56:43,2018-07-31 15:05:02,-1.87,Pothole-101003126207,3154355.14127,13807309.56337,29.66235383,-95.26536753,Voice In
228305,12274420-101003126429,Intersection 10154 CENTRE PKWY&10100 SOUTHWEST FWY,,J,WESTWOOD,,,,,,,529V,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 13:29:55,2018-08-02 13:29:55,2018-08-01 14:40:03,-0.95,Pothole-101003126429,3064227.44062,13807255.02739,,,Voice In
228396,12274435-101003126561,"6413 TADLOCK, HOUSTON TX 77085",HARRIS,K,CENTRAL SOUTHWEST,0791730290016,SW,SW,FRIDAY,4th Wednesday,FRIDAY-A,571T,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 14:22:20,2018-08-02 14:22:20,2018-08-01 13:15:04,-1.05,Pothole-101003126561,3086698.55054,13786464.31569,29.61082464,-95.48028204,Voice In
228548,12274476-101003126754,Intersection 14900 HOLLYDALE DR&1600 PINELOCH DR,Harris County,E,CLEAR LAKE,,SE,SE,THURSDAY,2nd Wednesday,THURSDAY-B,618F,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 15:38:01,2018-08-02 15:38:01,2018-08-01 10:45:02,-1.2,Pothole-101003126754,3197503.97886,13779589.13423,29.5823039,-95.13246154,Voice In
228741,12274525-101003127053,"3402 TANGLEWILDE, HOUSTON TX 77063",HARRIS,F,MID WEST,0942120000018,SW,SW,MONDAY,1st Friday,MONDAY-A,490W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 20:32:01,2018-08-03 08:00:00,2018-08-01 10:40:03,-1.89,Pothole,,,29.72692948,-95.53538733,Unknown
228804,12274540-101003127116,"205 WEBSTER, HOUSTON TX 77002",HARRIS,C,MIDTOWN,1213210010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493P,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 22:20:21,2018-08-03 08:00:00,2018-08-01 05:55:03,-2.09,Pothole-101003127116,3117562.10233,13839085.69208,29.75287826,-95.378067,Voice In
228828,12274546-101003127142,Intersection 3406 HOUSTON AVE&100 W NORMA ST,Harris County,H,GREATER HEIGHTS,,,,,,,493C,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-07-31 23:25:35,2018-08-03 08:00:00,2018-08-01 13:15:04,-1.78,Pothole-101003127142,3119032.15943,13852124.08004,29.78859131,-95.37216177,Voice In
228848,12274548-101003127164,Intersection 9880 PLAINFIELD ST&9900 SOUTHWEST FWY,,J,WESTWOOD,,,,,,,530S,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 01:04:28,2018-08-02 10:04:28,2018-08-01 14:10:03,-0.83,Pothole,,,,,WEB
228854,12274550-101003127171,Intersection 9858 BISSONNET ST&9600 CENTRE PKWY,Harris County,J,WESTWOOD,,,,,,,529V,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 01:23:09,2018-08-02 10:23:09,2018-08-01 15:00:03,-0.81,Pothole,,,29.67524915,-95.55126183,WEB
228888,12274561-101003127206,"2425 W HOLCOMBE, HOUSTON TX 77030",HARRIS,C,UNIVERSITY PLACE,0620280280007,SW,SE,TUESDAY,3rd Monday,TUESDAY-B,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 01:45:43,2018-08-02 10:45:43,2018-08-01 05:50:02,-1.21,Pothole - 298469,-95.41607,29.70612,29.70585522,-95.41615363,WAP
228896,12274562-101003127213,"2624 S LOOP W, HOUSTON TX 77054",HARRIS,K,SOUTH MAIN,1145390000001,,,,,,532U,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 01:45:51,2018-08-02 10:45:51,2018-08-01 03:10:03,-1.32,Pothole - 298617,-95.41919,29.67808,29.67822671,-95.41959233,WAP
229060,12274594-101003127382,"12108 AQUEDUCT, UNINCORPORATED TX 77044",HARRIS,,,0401580900390,,,,,,417M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 07:41:46,2018-08-02 16:41:46,2018-08-02 13:10:03,-0.15,Pothole,,,29.89607458,-95.15459513,Unknown
229068,12274598-101003127390,Intersection 17400 BEAUMONT HWY&10500 SHELDON RD,,,,,,,,,,418X,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 07:49:03,2018-08-02 16:49:03,2018-08-01 10:00:03,-1.28,Pothole,,,,,Unknown
229171,12274633-101003127494,"1429 VASSAR, HOUSTON TX 77006",HARRIS,C,UNIVERSITY PLACE,0651080020008,SW,SE,TUESDAY,1st Friday,TUESDAY-B,492Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 08:55:00,2018-08-03 08:54:59,2018-08-02 13:15:04,-0.82,Pothole-101003127494,3111465.16308,13830657.92776,29.73023053,-95.39809074,Voice In
229207,12274639-101003127532,Intersection 5700 BRITTMOORE RD&10900 TANNER RD,,,,,,,,,,449C,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 09:08:31,2018-08-03 09:08:31,2018-08-01 09:50:03,-1.97,Pothole-101003127532,3055560.41432,13872649.71091,,,Voice In
229254,12274650-101003127582,Intersection 400 E 15TH ST&1500 ARLINGTON ST,Harris County,C,GREATER HEIGHTS,,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,453W,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 09:30:18,2018-08-03 09:30:17,2018-08-02 14:45:04,-0.78,Pothole-101003127582,3111889.01853,13855367.86063,29.79811477,-95.39435585,Voice In
229273,12274653-101003127603,Intersection 4600 W 18TH ST&10100 HEMPSTEAD RD,Harris County,A,SPRING BRANCH EAST,,,,,,,451V,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 09:36:24,2018-08-03 09:36:24,2018-08-02 10:45:03,-0.95,Pothole,,,29.8014672,-95.46010601,Unknown
229276,12274657-101003127607,Intersection 7400 KATY FWY&7200 OLD KATY RD&1006 N POST OAK RD,,A,SPRING BRANCH EAST,,,,,,,491D,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 09:38:29,2018-08-03 09:38:29,2018-08-02 10:50:04,-0.95,Pothole,,,,,Unknown
229361,12274681-101003127695,Intersection 6800 JUTLAND RD&5100 MALMEDY RD,,D,SOUTH PARK,,SE,SE,FRIDAY,4th Thursday,non active,534N,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 10:17:56,2018-08-03 10:17:56,2018-08-02 10:35:04,-0.99,Pothole-101003127695,3129184.76248,13814318.97455,,,Voice In
229704,12274786-101003128065,"3531 N BRAESWOOD, HOUSTON TX 77025",HARRIS,C,BRAESWOOD,0780630030001,SW,SE,TUESDAY,3rd Tuesday,Tuesday-B,532K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 13:18:42,2018-08-03 13:18:42,2018-08-01 15:25:03,-1.91,Pothole,,,29.69247068,-95.43092677,Unknown
229707,12274786-101003128068,"3531 N BRAESWOOD, HOUSTON TX 77025",HARRIS,C,BRAESWOOD,0780630030001,SW,SE,TUESDAY,3rd Tuesday,Tuesday-B,532K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 13:19:13,2018-08-03 13:19:13,2018-08-01 13:19:20,-2.0,Pothole,,,29.69247068,-95.43092677,Unknown
229715,12274789-101003128076,"2249 W HOLCOMBE, HOUSTON TX 77030",HARRIS,C,UNIVERSITY PLACE,0620160510011,SW,SE,TUESDAY,3rd Monday,TUESDAY-B,532G,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 13:24:06,2018-08-03 13:24:05,2018-08-01 15:15:03,-1.92,Pothole,,,29.70589583,-95.41166475,Unknown
229835,12274830-101003128213,"3300 MAIN, HOUSTON TX 77002",HARRIS,C,MIDTOWN,1373900010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493T,Midtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 14:38:56,2018-08-03 14:38:56,2018-08-02 11:00:04,-1.15,Pothole,,,29.74091184,-95.37830356,WEB
229895,12274847-101003128292,"1003 GALE, HOUSTON TX 77009",HARRIS,H,NEAR NORTHSIDE,0660640230037,NE,NW,FRIDAY,1st Friday,FRIDAY-B,453V,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 15:19:20,2018-08-03 15:19:20,2018-08-02 11:40:04,-1.15,Pothole-101003128292,3123178.78204,13858573.308940003,29.80596365,-95.35846216,Voice In
230100,12274909-101003128559,"6622 W 43RD, HOUSTON TX 77092",HARRIS,A,LANGWOOD,0801310000011,NW,NW,FRIDAY,4th Thursday,FRIDAY-A,451E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 17:56:33,2018-08-06 08:00:00,2018-08-02 10:10:03,-3.91,Pothole-101003128559,3081189.25578,13867264.039260002,29.83338157,-95.48998219,Voice In
230108,12274910-101003128568,"5014 OATES, HOUSTON TX 77013",HARRIS,I,EL DORADO / OATES PRAIRIE,0731830000166,NE,NE,THURSDAY,1st Monday,THURSDAY-A,456S,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 18:02:00,2018-08-06 08:00:00,2018-08-07 13:15:07,1.22,Pothole,,,29.80993096,-95.24011102,WEB
230157,12274927-101003128619,"5610 N WAYSIDE, HOUSTON TX 77028",HARRIS,B,SETTEGAST,0300180010002,NE,NW,THURSDAY,2nd Monday,THURSDAY-A,455T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-01 19:10:28,2018-08-06 08:00:00,2018-08-02 11:55:03,-3.84,Pothole-101003128619,3146636.84142,13861837.99631,29.81290822,-95.28420418,Voice In
230234,12274955-101003128702,"461 GREENS, HOUSTON TX 77060",HARRIS,B,GREATER GREENSPOINT,1121170000001,,,,,,372R,Greater Greenspoint MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 02:13:17,2018-08-03 11:13:17,2018-08-02 09:25:04,-1.08,Pothole - 298763,-95.40379,29.95059,29.95067716,-95.40375783,WAP
230240,12274957-101003128708,"2415 BAY AREA, HOUSTON TX 77058",HARRIS,E,CLEAR LAKE,1347690010001,,,,,,618L,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 02:13:28,2018-08-03 11:13:28,2018-08-02 09:40:03,-1.06,Pothole - 298780,-95.10891,29.57356,29.57379255,-95.1092361,WAP
230243,12274959-101003128711,"1046 AUGUSTA, HOUSTON TX 77057",HARRIS,G,GREATER UPTOWN,1100610000004,,,,,,491K,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 02:13:33,2018-08-03 11:13:33,2018-08-02 11:40:04,-0.98,Pothole - 298784,-95.48383,29.7568,29.75691944,-95.48367857,WAP
230264,12274967-101003128732,"1508 TABOR, HOUSTON TX 77009",HARRIS,H,GREATER HEIGHTS,0331340970002,NW,NW,THURSDAY,1st Friday,THURSDAY-A,453T,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 02:14:09,2018-08-03 11:14:09,2018-08-02 14:15:04,-0.87,Pothole - 298875,-95.37695,29.79556,29.80535738,-95.37705828,WAP
230373,12274995-101003128854,"904 WESTHEIMER, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,0510720000002,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 08:16:55,2018-08-06 08:16:55,2018-08-03 09:40:04,-2.94,Pothole - 298935,-95.39057,29.745,29.7449397,-95.3907217,WAP
230724,12275086-101003129255,Intersection 1700 ASHFORD PKWY&12400 WESTELLA DR,Harris County,G,BRIAR FOREST,,,,,,,488R,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 10:54:24,2018-08-06 10:54:24,2018-08-03 09:40:04,-3.05,Pothole-101003129255,3046773.34331,13836029.8186,29.75032051,-95.60134877,Voice In
230791,12275111-101003129331,Intersection 4840 BENNING DR&11200 WAXWING ST,Harris County,K,WILLOW MEADOWS / WILLOWBEND AREA,,SW,SE,THURSDAY,3rd Wednesday,THURSDAY-A,571C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 11:21:34,2018-08-06 11:21:34,2018-08-03 13:05:05,-2.93,Pothole,,,29.6568939,-95.46238283,Unknown
230823,12275121-101003129366,"212 WEBSTER, HOUSTON TX 77002",HARRIS,C,MIDTOWN,0152330000002,,,,,,493P,Midtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 11:35:02,2018-08-06 11:35:02,2018-08-03 10:00:05,-3.07,Pothole-101003129366,3117490.71172,13838739.0074,29.75193141,-95.37832571,Voice In
230831,12275126-101003129377,Intersection 2500 SAKOWITZ ST&5700 SUDAN AVE,Harris County,B,GREATER FIFTH WARD,,NE,NE,FRIDAY,1st Tuesday,FRIDAY-B,494C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 11:38:32,2018-08-06 11:38:32,2018-08-02 14:55:04,-3.86,Pothole-101003129377,3137678.94726,13851236.312460003,29.78454789,-95.31349188,Voice In
230862,12275137-101003129416,"3605 LIBERTY, HOUSTON TX 77026",HARRIS,B,GREATER FIFTH WARD,0270330000001,NE,NW,FRIDAY,1st Thursday,FRIDAY-B,494B,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 11:49:47,2018-08-06 11:49:46,2018-08-02 15:05:03,-3.86,Pothole-101003129416,3131201.23154,13851212.36664,29.78504195,-95.33390555,Voice In
230894,12275147-101003129456,"638 WHITE OAK, HOUSTON TX 77336",HARRIS,E,LAKE HOUSTON,0954560000090,NE,NE,TUESDAY,2nd Wednesday,TUESDAY-A,298Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 12:04:53,2018-08-06 12:04:53,2018-08-02 13:00:03,-3.96,Pothole-101003129456,3194367.31551,13953455.26189,30.06045065,-95.12419934,Voice In
231051,12275183-101003129673,"633 CRENSHAW, HOUSTON TX 77504",HARRIS,E,SOUTH BELT / ELLINGTON,0640230000057,SE,SW,THURSDAY,2nd Tuesday,THURSDAY-B,576M,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 13:31:10,2018-08-06 13:31:10,2018-08-03 09:05:04,-3.18,Pothole-101003129673,3174705.89125,13799629.798220003,29.63944275,-95.20210641,Voice In
231186,12275232-101003129834,"16204 HICKORY KNOLL, HOUSTON TX 77059",HARRIS,E,CLEAR LAKE,1053940040013,,,,,,618C,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 14:48:42,2018-08-06 14:48:42,2018-08-03 09:55:04,-3.2,Pothole,,,29.59443874,-95.11194515,WEB
231261,12275250-101003129931,Intersection 0 N LOOP FWY E&9200 WALLISVILLE RD,,I,NORTHSHORE,,,,,,,455Y,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 15:37:11,2018-08-06 15:37:11,2018-08-03 15:10:04,-3.02,Pothole,3152218.95624,13854344.31051,,,Voice In
231476,12275313-101003130191,"8600 S COURSE, HOUSTON TX 77099",HARRIS,J,ALIEF,1152550000001,,,,,,529Q,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-02 18:29:30,2018-08-07 08:00:00,2018-08-03 13:25:04,-3.77,Pothole,,,29.68349684,-95.56350351,WEB
231644,12275346-101003130366,"6057 SOUTH, HOUSTON TX 77004",HARRIS,D,MACGREGOR,1397260010001,,,,,,533F,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:54:59,2018-08-06 10:54:59,2018-08-03 14:40:04,-2.84,Pothole - 298957,-95.37784,29.71323,29.71371135,-95.37778514,WAP
231649,12275348-101003130371,"2702 S LOOP W, HOUSTON TX 77054",HARRIS,K,SOUTH MAIN,1145390000002,,,,,,532T,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:55:07,2018-08-06 10:55:07,2018-08-03 13:40:05,-2.89,Pothole - 299021,-95.4215,29.67787,29.67808778,-95.4218473,WAP
231650,12275349-101003130372,"10290 GREENFORK, HOUSTON TX 77099",,J,WESTWOOD,,,,,,,529R,Sharpstown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:55:09,2018-08-06 10:55:09,2018-08-03 11:50:04,-2.96,Pothole - 299022,-95.55797,29.6837,29.68377179,-95.55776936,WAP
231651,12275350-101003130373,"9200 W SAM HOUSTON S, HOUSTON TX 77099",HARRIS,J,ALIEF,1174290010001,,,,,,529U,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:55:10,2018-08-06 10:55:10,2018-08-03 14:45:04,-2.84,Pothole - 299023,-95.55999,29.6787,29.67796885,-95.56089893,WAP
231652,12275351-101003130374,"8202 W SAM HOUSTON S, HOUSTON TX 77099",,J,ALIEF,,,,,,,529R,International MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:55:12,2018-08-06 10:55:12,2018-08-03 11:30:04,-2.98,Pothole - 299026,-95.55794,29.68928,29.68884759,-95.55783814,WAP
231656,12275353-101003130378,"12403 RICHMOND, HOUSTON TX 77082",HARRIS,F,ELDRIDGE / WEST OAKS,1181600010038,,,,,,488Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:55:18,2018-08-06 10:55:18,2018-08-03 10:40:05,-3.01,Pothole - 299038,-95.5993,29.72979,29.72959363,-95.60002917,WAP
231668,12275355-101003130390,"19010 W LAKE HOUSTON, HOUSTON TX 77346",HARRIS,E,,1244210010001,,,,,,337Z,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:55:37,2018-08-06 10:55:37,2018-08-03 12:25:04,-2.94,Pothole - 299068,-95.16166,29.99473,29.99461306,-95.16147692,WAP
231669,12275356-101003130391,"2808 CAROLINE, HOUSTON TX 77004",HARRIS,D,MIDTOWN,0190850000012,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493T,Midtown MD,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:55:39,2018-08-06 10:55:39,2018-08-03 11:25:05,-2.98,Pothole - 299069,-95.37247,29.74256,29.74267162,-95.37270311,WAP
231685,12275360-101003130408,"14117 BLUEBIRD, HOUSTON TX 77079",HARRIS,G,MEMORIAL,0833060000014,NW,NW,MONDAY,4th Wednesday,MONDAY-A,489E,,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:56:02,2018-08-06 10:56:02,2018-08-03 08:25:04,-3.1,Pothole - 299115,-95.59153,29.76777,29.7674941,-95.59117632,WAP
231687,12275361-101003130409,"1010 CALIFORNIA, HOUSTON TX 77006",HARRIS,C,NEARTOWN - MONTROSE,1378260010002,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493S,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Pothole,ROWM_StreetMain,18.0,Closed,2018-08-03 01:56:04,2018-08-06 10:56:04,2018-08-03 09:25:05,-3.06,Pothole - 299123,-95.39114,29.7455,29.74564663,-95.39118989,WAP
